word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,Val_Mean,AoA,SemD,Length,LgSUBTLWF,OLD,log_rt,max_dom_scaled
invention,650.1935483870968,0.5597291877133552,1,6,0.8191305429660898,0.6833211049444737,0.3972602739726027,6.4,8.33,1.75,9,2.493,2.25,2.8130426558494586,39.726027397260275
inventor,695.9090909090909,0.3990450100913515,1,4,0.5522340663610359,0.722601220024095,0.738562091503268,6.21,8.0,1.49,8,2.072,2.5,2.8425525098760547,73.8562091503268
inventory,729.9090909090909,0.4489949194189017,1,3,0.7459667885176015,0.6018966612590789,0.6928571428571428,4.95,11.52,1.75,9,2.378,2.95,2.8632687727572996,69.28571428571428
invest,665.7272727272727,0.3700908772104339,1,3,0.5171260561033618,0.7156685934550184,0.8266666666666667,6.16,12.53,1.62,6,2.384,1.7,2.823296348978626,82.66666666666667
investigate,697.939393939394,0.5072123503759468,1,3,0.7082449182935592,0.7161538858591757,0.722972972972973,5.68,9.0,1.91,11,2.685,3.25,2.843817711992138,72.2972972972973
investigation,813.78125,0.4518636355722206,1,4,0.7003940266269103,0.6451563240029199,0.6736111111111112,4.36,9.89,1.79,13,3.174,3.1,2.9105076792315145,67.36111111111111
investigator,767.060606060606,0.4638344759133595,1,3,0.6927582085149314,0.6695474268109841,0.6422764227642277,4.95,9.32,1.47,12,2.494,3.4,2.8848296792525625,64.22764227642277
investment,714.0588235294117,0.5070800911795844,1,4,0.743463636693214,0.682050965444633,0.6056338028169014,5.14,11.39,1.62,10,2.697,3.35,2.8537339900422,60.56338028169014
invisible,707.0,0.6542499350442359,1,2,0.748088105780153,0.8745626751570168,0.7865168539325843,5.0,7.06,1.85,9,2.8,2.75,2.8494194137968996,78.65168539325843
invitation,842.258064516129,0.3372866018999226,1,5,0.5004308470729787,0.6739924284698131,0.7828947368421053,7.05,6.38,1.95,10,2.881,2.55,2.9254451779886717,78.28947368421053
invite,626.2121212121212,0.4895514749484257,1,4,0.6416118599263478,0.7630025339690923,0.6893939393939394,5.68,6.79,1.95,6,3.179,2.1,2.7967214697398397,68.93939393939394
invoice,674.7575757575758,0.3576090569582039,1,4,0.4928277839447429,0.7256268185527055,0.8133333333333334,4.6,14.17,1.13,7,1.732,2.65,2.829147769243733,81.33333333333333
involuntary,825.6060606060606,0.6433218724435221,1,8,0.7481404989486736,0.8598944628015084,0.4583333333333333,4.05,11.95,1.64,11,1.724,4.45,2.91677287236224,45.83333333333333
involve,683.5454545454545,0.296533235899432,1,2,0.3681150054280773,0.8055450919600422,0.9294117647058824,5.44,9.71,2.07,7,2.52,2.55,2.834767399667403,92.94117647058823
ion,796.8571428571429,0.4651267944882507,1,4,0.6326481398134646,0.7352061362661917,0.725609756097561,5.1,13.82,1.22,3,1.322,1.2,2.9013804699157744,72.5609756097561
irate,777.2,0.0,0,1,0.0,0.0,1.0,2.9,11.2,1.85,5,1.505,1.75,2.890532791927745,100.0
iris,689.5454545454545,0.6661106047015086,1,2,0.997838502247888,0.6675535201346943,0.527363184079602,6.85,8.96,1.34,4,2.433,1.85,2.8385628999645243,52.736318407960205
ironic,645.3823529411765,0.4511167681452839,1,5,0.5513255399045173,0.8182402872600674,0.7526881720430108,5.42,11.78,1.85,6,2.495,2.1,2.8098170860678104,75.26881720430107
irony,620.8787878787879,0.3522781688566844,1,3,0.3929545068362406,0.8964858850785299,0.8865979381443299,5.19,11.4,1.76,5,2.369,1.85,2.7930068225701614,88.65979381443299
irrational,700.3870967741935,0.6386171787843639,1,5,0.8273715943323706,0.7718625864835038,0.4838709677419355,3.5,11.28,1.66,10,2.176,3.3,2.8453381364813892,48.38709677419355
irregular,799.125,0.5928600078535348,1,6,0.6455450221009332,0.9183867701807468,0.6666666666666666,4.05,9.16,1.96,9,2.114,3.55,2.902614717441921,66.66666666666666
irrelevant,736.78125,0.2581639822656602,1,3,0.3463516860337494,0.7453810467101466,0.9047619047619048,3.35,11.06,1.99,10,2.42,4.1,2.8673385651731182,90.47619047619048
irresponsible,798.84375,0.6797364035784763,1,6,0.8860494901920749,0.7671539920768142,0.3583333333333333,2.5,9.72,1.91,13,2.377,4.35,2.902461841706026,35.83333333333333
irritable,724.9677419354839,0.2699286747712275,1,4,0.3312699681360836,0.8148298992812488,0.8920863309352518,2.85,8.67,1.44,9,1.875,2.75,2.860318682693623,89.20863309352518
irritate,758.125,0.5863521124125166,1,3,0.9034247405905382,0.6490326045634284,0.558282208588957,3.19,9.47,1.65,8,1.69,2.55,2.879740818210648,55.828220858895705
irritating,839.5294117647059,0.4724693504734831,1,3,0.6356448818972885,0.7432913627232315,0.7154471544715447,2.63,8.53,1.79,10,2.049,2.85,2.924035915653774,71.54471544715447
irritation,717.1875,0.5499188359532746,1,3,0.9525609419395766,0.5773056733079419,0.4370860927152318,3.38,9.84,1.63,10,1.518,2.65,2.855632711553374,43.70860927152318
island,608.516129032258,0.4034582223146749,1,3,0.5211333276711604,0.774193859597597,0.8235294117647058,7.18,7.41,1.56,6,3.305,1.9,2.784272093916741,82.35294117647058
isle,726.3793103448276,0.2864196551150783,1,4,0.3328344310569278,0.8605469518449228,0.8916666666666667,6.05,9.65,1.67,4,1.799,1.75,2.8611634655639104,89.16666666666667
isolate,647.7647058823529,0.1361574522958104,1,2,0.2369247467183508,0.5746864951075388,0.9611650485436892,4.35,10.6,1.99,7,2.17,2.55,2.8114172813430187,96.11650485436893
isolation,634.3030303030303,0.4177505705243911,1,5,0.52671502059316,0.7931244680547392,0.7672955974842768,3.77,8.94,2.01,9,2.201,2.7,2.80229678618974,76.72955974842768
issue,653.21875,0.6034594343368251,1,4,0.7210564679641236,0.8369100911620287,0.4921875,3.95,8.6,2.07,5,3.241,2.05,2.815058642238338,49.21875
itch,609.59375,0.3441084646780492,1,3,0.5811019017443967,0.5921654423175655,0.793939393939394,3.11,5.05,1.64,4,2.33,1.55,2.785040505650398,79.39393939393939
itchy,629.8823529411765,0.2665122861205065,1,3,0.4306829858549399,0.6188131290848614,0.8636363636363636,2.53,5.16,1.32,5,2.068,2.15,2.799259441136621,86.36363636363636
item,565.7272727272727,0.52682786588029,1,5,0.689679954551863,0.7638729564390626,0.609271523178808,5.29,5.68,1.77,4,2.799,1.9,2.7526071158262453,60.9271523178808
jab,673.44,0.5287624265728921,1,4,0.8188513524690488,0.6457367689245874,0.4733727810650887,3.81,8.42,1.34,3,2.236,1.2,2.8282989084039474,47.33727810650887
jacket,580.0294117647059,0.4378452421093474,1,4,0.6477544403134172,0.6759432508058072,0.5133333333333333,5.86,3.95,1.43,6,3.232,1.85,2.763450016051312,51.33333333333333
jackpot,598.1764705882352,0.6197351429200256,1,2,0.9578150966810548,0.647030042716473,0.6203208556149733,7.1,7.39,1.37,7,2.279,2.9,2.7768293259559704,62.03208556149733
jagged,662.3235294117648,0.4390311062296593,1,5,0.5272695874211278,0.8326501598109568,0.7662337662337663,3.95,8.11,1.45,6,1.477,1.6,2.8210701838739713,76.62337662337663
jaguar,745.09375,0.5176065149144314,1,6,0.8183729677846994,0.6324824197401951,0.4126213592233009,5.63,7.78,1.32,6,2.086,2.85,2.8722109204612063,41.26213592233009
jail,558.7575757575758,0.3232840263193323,1,4,0.4083445743919249,0.7916941881761054,0.8571428571428571,1.91,5.74,1.34,4,3.557,1.35,2.747223424439603,85.71428571428571
jam,580.7878787878788,0.5659454283210773,1,4,0.7158585300650064,0.790582782145076,0.5966850828729282,5.81,6.56,1.6,3,2.84,1.2,2.7640175439343406,59.66850828729282
jargon,686.7,0.5370497735750286,1,3,0.623587845939608,0.8612255307282555,0.7543859649122807,4.85,11.94,1.83,6,1.505,2.05,2.8367670473942055,75.43859649122807
javelin,721.7307692307693,0.5031492669477363,1,3,0.6809864965571353,0.7388535154390125,0.6418918918918919,5.24,9.44,1.09,7,1.398,3.0,2.8583752207782833,64.1891891891892
jaw,615.7272727272727,0.2643376667807342,1,2,0.3665780125533459,0.7210952586586648,0.9298245614035088,4.41,5.33,1.48,3,2.562,1.4,2.789388390448136,92.98245614035088
jaws,599.4545454545455,0.6762521812557566,1,3,0.9188468105513472,0.735979244298597,0.4695121951219512,4.42,5.28,1.31,4,2.127,1.55,2.777756257648909,46.95121951219512
jazz,599.8823529411765,0.3171574994598508,1,3,0.3935646062970937,0.8058587951896142,0.8865248226950354,6.57,8.5,1.19,4,2.785,1.95,2.778066086253181,88.65248226950354
jealous,610.9090909090909,0.4350677927921131,1,2,0.7192711659576518,0.6048731179330056,0.8013245033112583,2.38,7.42,1.54,7,3.291,2.75,2.7859765878956,80.13245033112582
jealousy,800.6969696969697,0.5520333225884405,1,3,0.8405034138836343,0.6567889118233471,0.6201550387596899,2.58,7.61,1.53,8,2.468,3.2,2.9034681848873687,62.01550387596899
jeans,573.0882352941177,0.1435415838914767,1,2,0.2212790567319323,0.6486903280023002,0.9644970414201184,5.47,5.26,1.37,5,2.529,1.8,2.758221493086454,96.44970414201184
jeep,577.875,0.3978986390147439,1,3,0.456459711511024,0.8717059336903477,0.8586956521739131,5.53,6.32,1.21,4,2.72,1.65,2.7618339064461384,85.86956521739131
jelly,595.4705882352941,0.5162638955464085,1,3,0.7359376389787279,0.7015049485209588,0.6666666666666666,5.9,4.11,1.61,5,2.561,1.7,2.7748603154702427,66.66666666666666
jellyfish,661.939393939394,0.6521197296626339,1,4,0.7124076584653074,0.915374395423334,0.5615384615384615,4.9,6.61,0.96,9,1.875,3.95,2.8208182279856184,56.15384615384615
jeopardy,667.0882352941177,0.5622511991126701,1,4,0.7742306174770821,0.7262063607673241,0.5639097744360902,3.84,8.63,1.92,8,2.245,3.65,2.824183281543155,56.390977443609025
jerk,590.0,0.5080729092069134,1,4,0.6566571491446273,0.7737263043107622,0.7021276595744681,2.43,8.31,1.57,4,3.228,1.85,2.770852011642144,70.2127659574468
jerky,583.2058823529412,0.453747641498431,1,6,0.549458118969121,0.825809330745245,0.7398373983739838,4.74,8.94,1.57,5,2.068,1.8,2.7658218957292244,73.98373983739837
jest,686.6666666666666,0.0,0,1,0.0,0.0,1.0,6.2,11.21,1.42,4,1.839,1.45,2.836745965649491,100.0
jewel,673.90625,0.1937988825257504,1,2,0.2212790567319323,0.8758121323724157,0.9644970414201184,6.68,6.22,1.79,5,2.568,1.95,2.8285994841620643,96.44970414201184
jigsaw,751.5714285714286,0.4651925678602253,1,4,0.6700555841024993,0.6942596687457263,0.6783625730994152,5.05,7.63,1.87,6,1.982,2.95,2.875970261782902,67.83625730994152
jingle,681.9,0.5380741018875934,1,3,0.6147965349550788,0.8752067900429998,0.7755102040816326,5.16,5.21,1.66,6,2.413,1.6,2.833720690444633,77.55102040816327
jittery,735.258064516129,0.1593453293455726,1,2,0.1746681724386513,0.9122745553517452,0.9738562091503268,3.35,9.0,1.85,7,1.342,2.1,2.8664397966685957,97.38562091503267
job,511.72727272727275,0.0,0,1,0.0,0.0,1.0,5.64,5.39,1.9,3,4.324,1.2,2.709038563501977,100.0
jockey,649.8823529411765,0.3718811957500512,1,3,0.4652061461241071,0.7993901173671106,0.856,4.95,8.28,0.84,6,2.394,1.95,2.8128347441923007,85.6
jog,614.4705882352941,0.2667250820151925,1,2,0.3000639321700022,0.8888941769385283,0.9467455621301776,5.81,6.21,1.07,3,2.093,1.25,2.788501100122701,94.67455621301775
jogger,669.483870967742,0.0,0,1,0.0,0.0,1.0,5.11,8.26,1.04,6,1.398,1.9,2.8257401185637323,100.0
join,614.4285714285714,0.1652099256261811,1,2,0.2311498003550482,0.7147309899139744,0.962406015037594,5.83,5.83,2.1,4,3.629,1.75,2.788471402539835,96.24060150375941
joint,571.3125,0.7258139710770187,1,3,0.828118915200587,0.8764610465408968,0.5032679738562091,5.32,9.05,2.0,5,3.148,1.75,2.756873726286411,50.326797385620914
joke,578.21875,0.0,0,1,0.0,0.0,1.0,7.88,5.2,1.71,4,3.571,1.45,2.7620921705056984,100.0
joker,585.6129032258065,0.659711992896213,1,2,0.9241335419915456,0.7138708454132143,0.6607142857142857,5.67,6.55,1.79,5,2.369,1.75,2.767610637275113,66.07142857142857
jolly,595.7058823529412,0.584037070106607,1,4,0.7803886116389391,0.7483926102919891,0.4682080924855491,7.47,6.59,1.7,5,2.583,1.55,2.775031888601127,46.82080924855491
jolt,636.9354838709677,0.4026798870736169,1,5,0.5256726873603079,0.7660277902123742,0.7741935483870968,4.43,9.44,1.58,4,1.851,1.65,2.8040954442382904,77.41935483870968
journal,586.9411764705883,0.0,0,1,0.0,0.0,1.0,5.91,8.5,1.61,7,2.657,2.8,2.768594578224889,100.0
journalism,711.1515151515151,0.2646192328381101,1,3,0.3029629275554032,0.8734376676820262,0.9197530864197532,4.95,10.35,1.39,10,2.292,3.55,2.8519621396664068,91.97530864197532
journalist,593.71875,0.0,0,1,0.0,0.0,1.0,5.3,10.11,1.67,10,2.494,3.45,2.7735807644270754,100.0
journey,641.4705882352941,0.3490976377752064,1,3,0.4258595744080245,0.8197482427405262,0.8705035971223022,6.65,7.67,1.72,7,3.008,2.55,2.8071767485364454,87.05035971223022
joy,516.5151515151515,0.0,0,1,0.0,0.0,1.0,8.21,6.74,1.69,3,3.163,1.35,2.7130830656870226,100.0
joyful,604.8484848484849,0.4475018256498695,1,2,0.5916727785823275,0.7563333008527153,0.8571428571428571,8.21,7.05,1.51,6,1.887,2.85,2.7816465970734647,85.71428571428571
joyous,704.8181818181819,0.0,0,1,0.0,0.0,1.0,7.45,7.35,1.71,6,1.845,2.8,2.8480770988112822,100.0
judge,582.2941176470588,0.2954641260235153,1,3,0.4637267584067664,0.6371513411014843,0.8549618320610687,3.89,8.85,1.69,5,3.609,1.7,2.7651424028740794,85.49618320610686
jug,655.2727272727273,0.3741294881480985,1,4,0.4334760844827643,0.8630914173604759,0.8389261744966443,5.45,5.83,1.47,3,2.13,1.5,2.8164220928127817,83.89261744966443
juice,580.6666666666666,0.4297323883611436,1,3,0.5340101306863436,0.8047270335654949,0.8064516129032258,6.9,4.4,1.33,5,3.137,1.9,2.763926895951982,80.64516129032258
juicy,589.4242424242424,0.334908200131977,1,3,0.3732487721716422,0.8972787725018049,0.8933333333333333,7.05,4.84,1.48,5,2.342,2.4,2.770427993974991,89.33333333333333
jumbo,615.8235294117648,0.0,0,1,0.0,0.0,1.0,4.9,7.78,1.68,5,2.161,2.3,2.78945627842634,100.0
jump,626.3235294117648,0.1678387469715355,1,2,0.2264109484210764,0.741301373197691,0.9634146341463414,6.44,2.84,1.82,4,3.552,1.6,2.796798727367513,96.34146341463415
jumper,663.9705882352941,0.3785530810719657,1,5,0.4775038490317406,0.7927749312169472,0.8018018018018018,4.55,7.0,1.52,6,2.072,1.9,2.8221488419432883,80.18018018018019
jumpy,654.1212121212121,0.3552801624522527,1,3,0.5120061918707554,0.693898175633656,0.8207547169811321,4.8,8.11,1.56,5,2.201,1.75,2.8156582328467183,82.0754716981132
junction,670.5,0.0,0,1,0.0,0.0,1.0,5.21,11.68,1.37,8,2.179,2.5,2.8263987821876175,100.0
jungle,589.7575757575758,0.5396625379902263,1,3,0.9059702403013978,0.5956735817400488,0.5428571428571428,5.7,5.26,1.65,6,3.062,1.75,2.7706735283428467,54.285714285714285
junior,596.4333333333333,0.2442123801668903,1,2,0.289986047033209,0.8421521747869589,0.9491525423728814,5.36,7.11,1.77,6,3.261,2.55,2.7755619072125355,94.91525423728814
juniper,800.9642857142857,0.632319330502183,1,4,0.8512124098441359,0.7428455262041656,0.4551724137931034,6.33,12.65,0.87,7,1.398,2.8,2.903613151710947,45.51724137931034
junkie,698.6129032258065,0.0,0,1,0.0,0.0,1.0,2.5,12.68,1.12,6,2.425,2.4,2.8442366026987305,100.0
jury,570.6060606060606,0.2331545126102013,1,3,0.2961359436989665,0.7873225711743109,0.9221556886227544,4.23,11.05,1.2,4,3.339,1.8,2.7563363801387775,92.21556886227545
justice,560.7941176470588,0.2704279100900998,1,2,0.3193373865339728,0.8468407442838837,0.9420289855072465,6.8,9.47,1.72,7,3.281,2.6,2.748803449525611,94.20289855072464
justification,727.7941176470588,0.5217409427368745,1,4,0.6667066366080644,0.782564495519773,0.6869565217391305,5.68,10.74,1.74,13,1.681,3.15,2.86200854110492,68.69565217391305
justify,585.1515151515151,0.5530624441274743,1,6,0.7366106961122545,0.7508205447551515,0.5079365079365079,6.17,10.4,1.93,7,2.41,2.7,2.7672683339015074,50.79365079365079
juvenile,718.21875,0.3408495159276858,1,3,0.6853163655781552,0.4973608293158651,0.7267441860465116,3.74,11.63,1.46,8,2.418,3.85,2.8562567387394315,72.67441860465115
kangaroo,717.6333333333333,0.5004659604993096,1,3,0.7086833067159626,0.7061912644993263,0.6826347305389222,6.45,5.55,1.54,8,2.075,3.9,2.855902603038427,68.26347305389223
karate,689.5625,0.594734545099553,1,5,0.8075715984701669,0.7364480700240025,0.4900662251655629,6.26,7.75,0.91,6,2.588,2.0,2.8385736355227182,49.00662251655629
karma,822.4444444444445,0.7176938142919834,1,7,0.8907158760486175,0.8057494354718451,0.304,6.28,13.67,1.25,5,2.248,2.0,2.915106571319768,30.4
keep,583.483870967742,0.4711972002315731,1,3,0.6078202462315344,0.7752245884420275,0.7727272727272727,6.32,4.42,2.1,4,4.554,1.5,2.7660288555030306,77.27272727272727
keg,720.258064516129,0.4027180785457167,1,4,0.5429921813673013,0.7416645991690667,0.7559523809523809,5.65,13.41,0.99,3,2.245,1.6,2.8574881296463017,75.59523809523809
kerosene,822.925925925926,0.5566017306776938,1,3,0.7317856636509635,0.7606075908904025,0.4913294797687861,3.86,10.95,1.46,8,1.826,3.8,2.915360744799831,49.13294797687861
ketchup,796.1470588235294,0.1262735532268116,1,2,0.1623261801753929,0.7779001088448791,0.9761904761904762,6.03,4.3,1.2,7,2.493,3.1,2.900993295045067,97.61904761904762
kettle,723.0967741935484,0.4471599911105364,1,3,0.6582706142848781,0.6792950823064086,0.7298850574712644,5.67,8.06,1.36,6,2.158,1.85,2.859196424107427,72.98850574712644
key,533.1764705882352,0.4916937755290673,1,7,0.5714646975323413,0.8604097114874547,0.7115384615384616,6.22,3.58,2.1,3,3.647,1.8,2.726870975477067,71.15384615384616
keyboard,668.0625,0.5034223193134134,1,3,0.7161070782597728,0.7029986640221332,0.6739130434782609,5.17,9.32,1.25,8,1.968,3.25,2.8248170944147533,67.3913043478261
khaki,758.7857142857143,0.6149247342106599,1,2,0.7865795824125369,0.7817705264159154,0.7650273224043715,5.05,9.89,1.36,5,1.633,2.75,2.8801191457995357,76.50273224043715
kick,614.46875,0.4836965158874776,1,3,0.6889229569757269,0.7021053820166423,0.7265625,4.55,4.06,1.42,4,3.574,1.45,2.788499800895929,72.65625
kid,538.4411764705883,0.2006940736081309,1,2,0.255930043839113,0.784175513736459,0.956989247311828,7.23,4.28,1.48,3,4.238,1.4,2.731138264496319,95.6989247311828
kidnap,627.5625,0.5238339544412651,1,4,0.706771494683294,0.7411645183511488,0.6323529411764706,2.19,7.44,1.43,6,2.521,2.95,2.797656984421515,63.23529411764706
kidnapper,762.7941176470588,0.4918141811119908,1,3,0.7051006301332523,0.6975092066206864,0.7251908396946565,1.77,7.55,1.31,9,2.316,3.5,2.8824073352873487,72.51908396946564
kidnapping,618.0,0.5036531120736786,1,7,0.6720026252256345,0.7494808698173907,0.5677966101694916,2.05,8.42,1.51,10,2.791,3.75,2.790988475088816,56.779661016949156
kidney,688.4117647058823,0.4959838486900771,1,5,0.6051698402457104,0.819577936152103,0.6686046511627907,4.9,9.33,1.62,6,2.695,2.45,2.83784828365318,66.86046511627907
kids,564.1818181818181,0.577757334654704,1,6,0.7785196954052663,0.7421229521418164,0.5352112676056338,6.48,3.86,1.48,4,4.186,1.6,2.7514190860899217,53.52112676056338
kill,601.4411764705883,0.3645053518308726,1,5,0.4287209177597166,0.8502159253987354,0.8269230769230769,1.81,6.35,1.68,4,4.363,1.2,2.7791931578878684,82.6923076923077
kilo,794.0,0.4641030938244911,1,2,0.5293608652873644,0.8767234683518814,0.88,4.29,11.94,1.53,4,1.909,1.8,2.8998205024270964,88.0
kilt,730.5925925925926,0.0,0,1,0.0,0.0,1.0,5.12,8.21,1.45,4,1.505,1.35,2.863675264628607,100.0
kin,655.7272727272727,0.1941221338701022,1,2,0.3143558635927068,0.6175235023502388,0.9432624113475178,5.85,7.83,1.3,3,2.34,1.05,2.816723247031841,94.32624113475178
kind,567.6764705882352,0.0,0,1,0.0,0.0,1.0,7.78,4.89,2.06,4,4.479,1.45,2.7541008936873395,100.0
kindergarten,982.5,0.3210539221109034,1,4,0.3939910777352082,0.8148761234808365,0.8641975308641975,6.62,4.38,1.51,12,2.292,5.45,2.9923325590474645,86.41975308641975
kindness,644.3636363636364,0.5219015553835363,1,13,0.8687350154872462,0.6007603539392483,0.3135593220338983,7.65,6.26,1.6,8,2.664,2.5,2.809131023720769,31.35593220338983
kinetic,715.1714285714286,0.5167001909199177,1,4,0.7996320793925669,0.6461724138336524,0.4409937888198758,5.11,13.65,1.03,7,1.518,2.85,2.85441015586948,44.099378881987576
